Satellite,Timestamp (UTC),Doppler Shift (Hz),Azimuth (deg),Elevation (deg),Distance (km)
STARLINK-32442,2026-06-08T18:14:52Z,12196.791756027007,214.06383813856084,87.12387256661225,478.60312052024744
STARLINK-32442,2026-06-08T18:14:53Z,8165.2674226117015,206.06076200644253,87.933161604556,478.33922878216293
STARLINK-32442,2026-06-08T18:14:54Z,4128.397273368241,188.73883090175667,88.65408454228569,478.17990064438766
STARLINK-32442,2026-06-08T18:14:55Z,88.82909753730921,148.14590686715036,89.05389296611999,478.12524037445877
STARLINK-32442,2026-06-08T18:14:56Z,-3950.780421898843,102.96150565008145,88.76544985955324,478.1752834825545
STARLINK-32442,2026-06-08T18:14:57Z,-7987.774420336274,82.54066418620486,88.07717225140335,478.3299966009668
STARLINK-32442,2026-06-08T18:14:58Z,-12019.504701102833,73.44320801890463,87.27772841899645,478.58927760017934
STARLINK-32442,2026-06-08T18:14:59Z,-16043.340109367762,68.54664811230538,86.44216322357505,478.95295590872644
STARLINK-32442,2026-06-08T18:15:00Z,-20056.675294906847,65.52945242353384,85.59198084554974,479.4207930805462
STARLINK-32442,2026-06-08T18:15:01Z,-24056.939033177,63.49474860499953,84.7353451697721,479.9924835806179
STARLINK-32442,2026-06-08T18:15:02Z,-28041.602072216196,62.03357256613357,83.87609938486598,480.66765574328514
STARLINK-32442,2026-06-08T18:15:03Z,-32008.18504822054,60.93496884819452,83.01637375001908,481.4458729812288
STARLINK-32442,2026-06-08T18:15:04Z,-35954.265895024626,60.0796744428672,82.1575123586512,482.3266351841213
STARLINK-32442,2026-06-08T18:15:05Z,-39877.48673017626,59.39537417460271,81.30045619086107,483.3093802793918
STARLINK-32442,2026-06-08T18:15:06Z,-43775.560388663886,58.83574118457213,80.44592028476929,484.3934859859254
STARLINK-32442,2026-06-08T18:15:07Z,-47646.276432803264,58.36975520120728,79.5944830841732,485.5782717260509
STARLINK-32442,2026-06-08T18:15:08Z,-51487.50665805221,57.97587710411251,78.74663465152845,486.8630006952583
STARLINK-32442,2026-06-08T18:15:09Z,-55297.20991527101,57.63869061436602,77.90280416471496,488.24688202238315
STARLINK-32442,2026-06-08T18:15:10Z,-59073.43659428347,57.346874587658554,77.06337624868496,489.7290731274553
STARLINK-32442,2026-06-08T18:15:11Z,-62814.33239009173,57.09192988950746,76.22870108070701,491.30868215000584
STARLINK-32442,2026-06-08T18:15:12Z,-66518.1413250493,56.867352810415895,75.39910086256137,492.9847703958726
STARLINK-32442,2026-06-08T18:15:13Z,-70183.2085877384,56.6680825896482,74.57487397819375,494.75635503439895
STARLINK-32442,2026-06-08T18:15:14Z,-73807.9821310903,56.49012269058996,73.75629791396702,496.6224115541842
STARLINK-32442,2026-06-08T18:15:15Z,-77391.01462015991,56.33027527773877,72.94363109008545,498.5818767077483
STARLINK-32442,2026-06-08T18:15:16Z,-80930.96382883516,56.18595136477307,72.13711434720064,500.6336509944493
STARLINK-32442,2026-06-08T18:15:17Z,-84426.59323969153,56.05503260295942,71.33697189473511,502.77660153363956
STARLINK-32442,2026-06-08T18:15:18Z,-87876.77187915571,55.93576906223591,70.54341207301728,505.0095648262812
STARLINK-32442,2026-06-08T18:15:19Z,-91280.47331990996,55.82670253101235,69.75662803795944,507.3313492667296
STARLINK-32442,2026-06-08T18:15:20Z,-94636.77504908234,55.72660819117149,68.97679815533078,509.74073816573787
STARLINK-32442,2026-06-08T18:15:21Z,-97944.85648065712,55.63444975006971,68.20408654740825,512.2364921219181
STARLINK-32442,2026-06-08T18:15:22Z,-101203.99727843926,55.54934452838049,67.43864344102757,514.8173518172189
STARLINK-32442,2026-06-08T18:15:23Z,-104413.57506750622,55.47053602757975,66.6806055555181,517.4820405930996
STARLINK-32442,2026-06-08T18:15:24Z,-107573.06263930611,55.39737217203107,65.93009652802532,520.2292667925675
STARLINK-32442,2026-06-08T18:15:25Z,-110682.02529468654,55.32928789855672,65.18722723990282,523.0577263714936
STARLINK-32442,2026-06-08T18:15:26Z,-113740.11761614466,55.26579111781779,64.45209622465367,525.9661051652246
STARLINK-32442,2026-06-08T18:15:27Z,-116747.08016506323,55.20645130680135,63.724790051626705,528.9530811780808
STARLINK-32442,2026-06-08T18:15:28Z,-119702.73600578553,55.150890175800576,63.0053837178534,532.01732678808
STARLINK-32442,2026-06-08T18:15:29Z,-122606.98695193941,55.0987739827883,62.29394108220021,535.1575107103663
STARLINK-32442,2026-06-08T18:15:30Z,-125459.81010427992,55.04980716518396,61.59051520981083,538.3723002903015
STARLINK-32442,2026-06-08T18:15:31Z,-128261.2537342911,55.003727033921614,60.895148864637896,541.6603630830534
STARLINK-32442,2026-06-08T18:15:32Z,-131011.43352342512,54.96029932800805,60.207874908973395,545.020368752955
STARLINK-32442,2026-06-08T18:15:33Z,-133710.5287682004,54.919314470968565,59.52871670896009,548.450990885319
STARLINK-32442,2026-06-08T18:15:34Z,-136358.77834688654,54.88058440402192,58.85768860264238,551.9509084008445
STARLINK-32442,2026-06-08T18:15:35Z,-138956.47698815583,54.84393989411299,58.19479629900903,555.5188072133107
STARLINK-32442,2026-06-08T18:15:36Z,-141503.9713642866,54.8092282363235,57.54003733127879,559.1533815086206
STARLINK-32442,2026-06-08T18:15:37Z,-144001.6564574726,54.77631128468706,56.89340145358871,562.8533352161053
STARLINK-32442,2026-06-08T18:15:38Z,-146449.97162731152,54.745063757535824,56.2548711307378,566.6173828343811
STARLINK-32442,2026-06-08T18:15:39Z,-148849.39736410865,54.71537177497655,55.624421868325506,570.4442510427332
STARLINK-32442,2026-06-08T18:15:40Z,-151200.4515667076,54.68713159042009,55.00202268584081,574.3326793647346
STARLINK-32442,2026-06-08T18:15:41Z,-153503.6861937646,54.660248488343164,54.38763651461101,578.2814211151542
STARLINK-32442,2026-06-08T18:15:42Z,-155759.6841689192,54.634635822978275,53.78122055044459,582.2892445094974
STARLINK-32442,2026-06-08T18:15:43Z,-157969.05603768534,54.6102141764502,53.18272669649709,586.3549330472239
STARLINK-32442,2026-06-08T18:15:44Z,-160132.43714617068,54.58691062100313,52.59210189118123,590.4772864880375
STARLINK-32442,2026-06-08T18:15:45Z,-162250.4847211412,54.56465806933255,52.00928848721757,594.6551213493917
STARLINK-32442,2026-06-08T18:15:46Z,-164323.8750949631,54.543394701170264,51.434224617542085,598.8872713218184
STARLINK-32442,2026-06-08T18:15:47Z,-166353.30128137232,54.523063457016534,50.866844490025194,603.1725880472364
STARLINK-32442,2026-06-08T18:15:48Z,-168339.47033681115,54.50361158784329,50.30707876745878,607.5099411138135
STARLINK-32442,2026-06-08T18:15:49Z,-170283.10119843882,54.48499025622833,49.75485484062778,611.8982186807843
STARLINK-32442,2026-06-08T18:15:50Z,-172184.92252554724,54.46715418041075,49.21009712469478,616.3363277914183
STARLINK-32442,2026-06-08T18:15:51Z,-174045.6704871825,54.450061315749046,48.67272739687727,620.8231941750334
STARLINK-32442,2026-06-08T18:15:52Z,-175866.0871320057,54.43367257178375,48.14266499164001,625.3577630541594
STARLINK-32442,2026-06-08T18:15:53Z,-177646.9183735768,54.417951556179986,47.61982713017462,629.938998693216
STARLINK-32442,2026-06-08T18:15:54Z,-179388.9124932086,54.402864346573004,47.10412912344303,634.5658848459956
STARLINK-32362,2026-06-08T18:06:09Z,-3698.440115599646,203.07527812703754,44.07412730094619,51107726989.77942
STARLINK-32362,2026-06-08T18:06:10Z,-6044.955257015422,248.76221423566713,49.47376039225106,50905426006.353584
STARLINK-32362,2026-06-08T18:06:10Z,-7952.724757191297,248.76221423566713,49.47376039225106,50905426006.353584
STARLINK-32362,2026-06-08T18:06:11Z,-9273.082902190828,271.0785154873234,45.05814095252913,50895575552.46382
STARLINK-32362,2026-06-08T18:06:14Z,-4731.255023582347,211.66327023428641,46.661773631244124,51046933859.52403
STARLINK-32362,2026-06-08T18:06:15Z,-6913.560731039903,258.5937343873921,48.14045950436712,50893557779.454445
STARLINK-32362,2026-06-08T18:06:15Z,-8588.820401220692,258.5937343873921,48.14045950436712,50893557779.454445
STARLINK-32362,2026-06-08T18:06:16Z,-9637.509069053747,279.4812726749115,41.90943831410551,50911358656.09021
STARLINK-32362,2026-06-08T18:06:17Z,-9640.577211967127,250.58972230088696,49.27860152348469,50902583572.549095
STARLINK-32362,2026-06-08T18:06:17Z,-8079.21857022096,250.58972230088696,49.27860152348469,50902583572.549095
STARLINK-32362,2026-06-08T18:06:18Z,-8438.813886218311,256.14004152243854,48.549536404472306,50895595608.15005
STARLINK-32362,2026-06-08T18:06:19Z,-8761.02198007788,266.58943200482435,46.35078206725118,50892365220.19376
STARLINK-32362,2026-06-08T18:06:19Z,-9046.766791541608,266.58943200482435,46.35078206725118,50892365220.19376
STARLINK-32362,2026-06-08T18:06:20Z,-9294.819604342465,271.4622404977324,44.91536895584335,50896082348.28654
STARLINK-32362,2026-06-08T18:06:21Z,-9505.306180794798,280.4709979745673,41.46560965701417,50914179020.51224
STARLINK-32362,2026-06-08T18:06:21Z,-9674.758966583786,280.4709979745673,41.46560965701417,50914179020.51224
STARLINK-32362,2026-06-08T18:06:22Z,-9699.334862122087,281.1760011389537,41.14667436978901,50916321950.50768
STARLINK-32362,2026-06-08T18:06:23Z,-9745.769396442447,269.23966122387685,45.59719371180173,50893956738.70556
STARLINK-32362,2026-06-08T18:06:23Z,-9186.116669296121,269.23966122387685,45.59719371180173,50893956738.70556
STARLINK-32362,2026-06-08T18:06:24Z,-9769.252350031053,283.350739534068,40.115732584871054,50923693774.70772
STARLINK-32362,2026-06-08T18:06:26Z,-9657.567885669392,279.2832117752556,41.97405158609402,50910838641.478836
STARLINK-32362,2026-06-08T18:06:26Z,-9633.255214299534,279.2832117752556,41.97405158609402,50910838641.478836
STARLINK-32362,2026-06-08T18:06:27Z,-9708.91061412008,281.4163594493923,41.02673357732013,50917078276.65009
STARLINK-32362,2026-06-08T18:06:28Z,-9387.800136858144,277.92489218479426,42.53818463679025,50907407318.15991
STARLINK-32362,2026-06-08T18:06:28Z,-9581.810215881014,277.92489218479426,42.53818463679025,50907407318.15991
STARLINK-32362,2026-06-08T18:06:29Z,-9735.407570297326,282.20924389374926,40.65410549217108,50919671880.90605
STARLINK-32362,2026-06-08T18:06:30Z,-8195.44832144428,257.7323150905776,48.25783071317828,50894457859.24803
STARLINK-32362,2026-06-08T18:06:30Z,-8542.227349042314,257.7323150905776,48.25783071317828,50894457859.24803
STARLINK-32362,2026-06-08T18:06:31Z,-8855.325468991827,263.03419735375815,47.19953935103051,50892056713.40055
STARLINK-32362,2026-06-08T18:06:32Z,-9129.522187219773,283.0126913662141,40.26442835067126,50922455034.86225
STARLINK-32362,2026-06-08T18:06:32Z,-9761.347561702592,283.0126913662141,40.26442835067126,50922455034.86225
STARLINK-32362,2026-06-08T18:06:33Z,-9763.742886492408,283.08596503352567,40.22774331763597,50922716151.18477
STARLINK-32362,2026-06-08T18:06:36Z,-9725.459140484585,273.1123327253601,44.33025118436836,50898334045.68508
STARLINK-32362,2026-06-08T18:06:36Z,-9378.14188420203,273.1123327253601,44.33025118436836,50898334045.68508
STARLINK-32362,2026-06-08T18:06:37Z,-9727.299175502989,281.89082950041615,40.78859592166264,50918605583.60811
STARLINK-32362,2026-06-08T18:06:38Z,-9770.414766025475,270.87436548197337,45.06426502075887,50895586765.87475
STARLINK-32362,2026-06-08T18:06:38Z,-9272.66133004099,270.87436548197337,45.06426502075887,50895586765.87475
STARLINK-32362,2026-06-08T18:06:41Z,-9710.643076073144,282.07405643964063,40.69430571300485,50919206910.92405
STARLINK-32362,2026-06-08T18:06:41Z,-9734.484822839591,282.07405643964063,40.69430571300485,50919206910.92405
STARLINK-32362,2026-06-08T18:06:42Z,-9758.667010531879,282.8386210160666,40.33013782136143,50921821237.87733
STARLINK-32362,2026-06-08T18:06:43Z,-7948.810042217055,254.04457001471195,48.79729489086928,50898401910.28479
STARLINK-32362,2026-06-08T18:06:43Z,-8316.093857116524,254.04457001471195,48.79729489086928,50898401910.28479
STARLINK-32362,2026-06-08T18:06:44Z,-8651.278619494622,259.4461465330802,47.915701247384575,50893539607.54418
STARLINK-32362,2026-06-08T18:06:45Z,-8950.503684720652,269.6666599742575,45.42145282158601,50894516594.47086
STARLINK-32362,2026-06-08T18:06:45Z,-9215.491606175463,269.6666599742575,45.42145282158601,50894516594.47086
STARLINK-32362,2026-06-08T18:06:46Z,-9438.613127606308,274.3773459870705,43.86456671682674,50900345642.430466
STARLINK-32362,2026-06-08T18:06:47Z,-9621.402655921489,279.5795058553355,41.805827390385765,50911668222.52184
STARLINK-32362,2026-06-08T18:06:47Z,-9650.359347588937,279.5795058553355,41.805827390385765,50911668222.52184
STARLINK-32362,2026-06-08T18:06:48Z,-9701.653009988484,281.02672798358,41.16456975210271,50915858143.823715
STARLINK-32362,2026-06-08T18:06:49Z,-9101.686429361747,281.77260628021764,40.82012100982965,50918209682.49989
STARLINK-32362,2026-06-08T18:06:49Z,-9726.88813354018,281.77260628021764,40.82012100982965,50918209682.49989
