Satellite,NORAD ID,Pass ID,Generation,Timestamp (UTC),Doppler Shift (Hz),Elevation (deg),Azimuth (deg),Distance (km),TLE Age (hours),Timestamp
STARLINK-31819,59738,0,unknown,2026-06-12T20:56:50.500236,-230039.1208600936,18.47058918378024,132.4833226711197,1220.7160735040998,14.528380142777776,2026-06-12 20:56:50.500236
STARLINK-31819,59738,0,unknown,2026-06-12T20:56:51.500236,-230449.67505834703,18.320982536618324,132.35283714283923,1226.6794230409178,14.528380142777776,2026-06-12 20:56:51.500236
STARLINK-31819,59738,0,unknown,2026-06-12T20:56:52.500236,-230854.02175822447,18.172417079067877,132.22386618553398,1232.6533253156445,14.528380142777776,2026-06-12 20:56:52.500236
STARLINK-31819,59738,0,unknown,2026-06-12T20:56:53.500236,-231252.2684847083,18.02488221738982,132.09638512641646,1238.6376209511072,14.528380142777776,2026-06-12 20:56:53.500236
STARLINK-31819,59738,0,unknown,2026-06-12T20:56:54.500236,-231644.52069471512,17.878367423872877,131.97036979404098,1244.632153327711,14.528380142777776,2026-06-12 20:56:54.500236
STARLINK-31819,59738,0,unknown,2026-06-12T20:56:55.500236,-232030.88181591843,17.7328622393499,131.84579650647566,1250.636768531666,14.528380142777776,2026-06-12 20:56:55.500236
STARLINK-31819,59738,0,unknown,2026-06-12T20:56:56.500236,-232411.4532847136,17.58835627559405,131.7226420599849,1256.6513153011836,14.528380142777776,2026-06-12 20:56:56.500236
STARLINK-31819,59738,0,unknown,2026-06-12T20:56:57.500236,-232786.334584056,17.444839217450493,131.60088371778204,1262.6756449768975,14.528380142777776,2026-06-12 20:56:57.500236
STARLINK-31819,59738,0,unknown,2026-06-12T20:56:58.500236,-233155.62328055387,17.302300824838916,131.48049919920015,1268.709611451322,14.528380142777776,2026-06-12 20:56:58.500236
STARLINK-31819,59738,0,unknown,2026-06-12T20:56:59.500236,-233519.41506105525,17.160730934594838,131.36146666911864,1274.753071118985,14.528380142777776,2026-06-12 20:56:59.500236
STARLINK-31819,59738,0,unknown,2026-06-12T20:57:00.500236,-233877.8037688316,17.02011946211947,131.2437647275894,1280.80588282897,14.528380142777776,2026-06-12 20:57:00.500236
STARLINK-31819,59738,0,unknown,2026-06-12T20:57:01.500236,-234230.8814391148,16.88045640290285,131.12737239979515,1286.867907837344,14.528380142777776,2026-06-12 20:57:01.500236
STARLINK-31819,59738,0,unknown,2026-06-12T20:57:02.500236,-234578.73833418105,16.741731833890643,131.01226912620223,1292.939009761091,14.528380142777776,2026-06-12 20:57:02.500236
STARLINK-31819,59738,0,unknown,2026-06-12T20:57:03.500236,-234921.46297780084,16.603935914735718,130.89843475301885,1299.0190545321605,14.528380142777776,2026-06-12 20:57:03.500236
STARLINK-31819,59738,0,unknown,2026-06-12T20:57:04.500236,-235259.14218923383,16.467058888899373,130.78584952284476,1305.107910353287,14.528380142777776,2026-06-12 20:57:04.500236
STARLINK-31819,59738,0,unknown,2026-06-12T20:57:05.500236,-235591.86111661428,16.33109108465473,130.67449406558154,1311.205447653764,14.528380142777776,2026-06-12 20:57:05.500236
STARLINK-31819,59738,0,unknown,2026-06-12T20:57:06.500236,-235919.70326986056,16.196022915945235,130.56434938955172,1317.3115390473645,14.528380142777776,2026-06-12 20:57:06.500236
STARLINK-31819,59738,0,unknown,2026-06-12T20:57:07.500236,-236242.7505529571,16.06184488316426,130.45539687287305,1323.426059289821,14.528380142777776,2026-06-12 20:57:07.500236
STARLINK-4257,53184,0,unknown,2026-06-12T20:57:13.503005,-66862.77105563678,24.77083375543884,359.69270894467854,1120.482536287745,20.88220182527778,2026-06-12 20:57:13.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:57:14.503005,-68400.74918758322,24.712465506102102,0.0858766699149208,1122.2342084604022,20.88220182527778,2026-06-12 20:57:14.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:57:15.503005,-69931.37459005526,24.65295669865164,0.4774476802404718,1124.0256192616955,20.88220182527778,2026-06-12 20:57:15.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:57:16.503005,-71454.53068087857,24.592325263175773,0.8673971854187024,1125.8565767388543,20.88220182527778,2026-06-12 20:57:16.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:57:17.503005,-72970.10443049284,24.530589283655157,1.2557011856836502,1127.726885965661,20.88220182527778,2026-06-12 20:57:17.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:57:18.503005,-74477.9863734747,24.4677669838419,1.642336472458383,1129.6363491343873,20.88220182527778,2026-06-12 20:57:18.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:57:19.503005,-75978.07061702198,24.40387671326004,2.0272806283853275,1131.584765648572,20.88220182527778,2026-06-12 20:57:19.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:57:20.503005,-77470.25484579531,24.338936933390723,2.4105120265045725,1133.571932215391,20.88220182527778,2026-06-12 20:57:20.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:57:21.503005,-78954.44032347701,24.27296620402013,2.7920098286977404,1135.5976429383943,20.88220182527778,2026-06-12 20:57:21.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:57:22.503005,-80430.53189133714,24.205983169781828,3.1717539834522417,1137.6616894102842,20.88220182527778,2026-06-12 20:57:22.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:57:23.503005,-81898.4379631464,24.1380065469171,3.5497252228036644,1139.7638608051927,20.88220182527778,2026-06-12 20:57:23.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:57:24.503005,-83358.0705181759,24.06905511022848,3.9259050588699993,1141.903943971733,20.88220182527778,2026-06-12 20:57:24.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:57:25.503005,-84809.34508958658,23.999147680307956,4.300275779346097,1144.0817235244897,20.88220182527778,2026-06-12 20:57:25.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:57:26.503005,-86252.1807513486,23.928303110968816,4.672820442710608,1146.2969819365162,20.88220182527778,2026-06-12 20:57:26.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:57:27.503005,-87686.50010150264,23.85654027697163,5.043522872612932,1148.5494996303094,20.88220182527778,2026-06-12 20:57:27.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:57:28.503005,-89112.22924324228,23.783878061989224,5.412367651822446,1150.8390550692247,20.88220182527778,2026-06-12 20:57:28.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:57:29.503005,-90529.29776310692,23.710335346861285,5.779340115555602,1153.1654248479415,20.88220182527778,2026-06-12 20:57:29.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:57:30.503005,-91937.63870639626,23.63593099814324,6.14442634421644,1155.528383782095,20.88220182527778,2026-06-12 20:57:30.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:57:31.503005,-93337.18855081804,23.560683856928915,6.507613155793168,1157.9277049978243,20.88220182527778,2026-06-12 20:57:31.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:57:32.503005,-94727.8871771086,23.484612727994797,6.868888097618768,1160.3631600200752,20.88220182527778,2026-06-12 20:57:32.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:57:33.503005,-96109.67783795168,23.40773636923227,7.228239437808008,1162.8345188605415,20.88220182527778,2026-06-12 20:57:33.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:57:34.503005,-97482.50712431286,23.33007348140708,7.585656156167892,1165.3415501044126,20.88220182527778,2026-06-12 20:57:34.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:57:35.503005,-98846.32493021684,23.251642698227894,7.941127934818066,1167.8840209965117,20.88220182527778,2026-06-12 20:57:35.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:57:36.503005,-100201.08441502968,23.172462576740703,8.294645148318732,1170.4616975262095,20.88220182527778,2026-06-12 20:57:36.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:57:37.503005,-101546.74196427032,23.092551588048007,8.646198853530496,1173.0743445114767,20.88220182527778,2026-06-12 20:57:37.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:57:38.503005,-102883.2571487214,23.011928108338,8.99578077917352,1175.721725682295,20.88220182527778,2026-06-12 20:57:38.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:57:39.503005,-104210.59268155842,22.930610410275648,9.343383314991833,1178.4036037620406,20.88220182527778,2026-06-12 20:57:39.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:57:40.503005,-105528.7143742192,22.848616654689945,9.688999500731017,1181.1197405486892,20.88220182527778,2026-06-12 20:57:40.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:57:41.503005,-106837.59109083032,22.765964882606603,10.032623014855002,1183.869896994443,20.88220182527778,2026-06-12 20:57:41.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:57:42.503005,-108137.19470100696,22.682673007617645,10.3742481629737,1186.6538332839484,20.88220182527778,2026-06-12 20:57:42.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:57:43.503005,-109427.50003172195,22.598758808559783,10.713869866149784,1189.4713089118063,20.88220182527778,2026-06-12 20:57:43.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:57:44.503005,-110708.48481774812,22.514239922542775,11.051483648952232,1192.3220827582586,20.88220182527778,2026-06-12 20:57:44.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:57:45.503005,-111980.12965134688,22.42913383828299,11.387085627430206,1195.205913164161,20.88220182527778,2026-06-12 20:57:45.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:57:46.503005,-113242.41793058232,22.34345788977807,11.720672496852767,1198.1225580040816,20.88220182527778,2026-06-12 20:57:46.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:57:47.503005,-114495.33580705425,22.257229250291907,12.052241519399413,1201.071774758382,20.88220182527778,2026-06-12 20:57:47.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:57:48.503005,-115738.87213280104,22.17046492666153,12.38179051174185,1204.05332058383,20.88220182527778,2026-06-12 20:57:48.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:57:49.503005,-116973.0184061163,22.083181753919124,12.709317832471502,1207.0669523827316,20.88220182527778,2026-06-12 20:57:49.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:57:50.503005,-118197.7687175357,21.99539639020953,13.03482236963287,1210.112426871165,20.88220182527778,2026-06-12 20:57:50.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:57:51.503005,-119413.11969417338,21.90712531204479,13.358303527969095,1213.1895006446932,20.88220182527778,2026-06-12 20:57:51.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:57:52.503005,-120619.0704448785,21.818384809811445,13.679761216434716,1216.2979302442895,20.88220182527778,2026-06-12 20:57:52.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:57:53.503005,-121815.62250374134,21.729190983622548,13.99919583540625,1219.4374722191155,20.88220182527778,2026-06-12 20:57:53.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:57:54.503005,-123002.7797740776,21.63955973943485,14.316608264074535,1222.6078831887014,20.88220182527778,2026-06-12 20:57:54.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:57:55.503005,-124180.54847206676,21.54950678544096,14.631999847843348,1225.8089199039418,20.88220182527778,2026-06-12 20:57:55.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:57:56.503005,-125348.93707007058,21.459047628754657,14.94537238572208,1229.0403393061945,20.88220182527778,2026-06-12 20:57:56.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:57:57.503005,-126507.95623969556,21.3681975723758,15.256728117724476,1232.301898584523,20.88220182527778,2026-06-12 20:57:57.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:57:58.503005,-127657.6187953484,21.27697171239293,15.566069712461406,1235.5933552326192,20.88220182527778,2026-06-12 20:57:58.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:57:59.503005,-128797.9396371061,21.185384935482517,15.873400254628375,1238.914467102743,20.88220182527778,2026-06-12 20:57:59.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:58:00.503005,-129928.9356944726,21.09345191661483,16.17872323277853,1242.2649924600055,20.88220182527778,2026-06-12 20:58:00.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:58:01.503005,-131050.62586957176,21.001187117052933,16.482042527005618,1245.6446900333544,20.88220182527778,2026-06-12 20:58:01.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:58:02.503005,-132163.0309808482,20.90860478256561,16.783362396817996,1249.0533190660983,20.88220182527778,2026-06-12 20:58:02.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:58:03.503005,-133266.17370721945,20.815718941860133,17.08268746917423,1252.4906393653664,20.88220182527778,2026-06-12 20:58:03.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:58:04.503005,-134360.07853206748,20.722543405274926,17.380022726521126,1255.9564113488673,20.88220182527778,2026-06-12 20:58:04.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:58:05.503005,-135444.77168793048,20.62909176366672,17.675373495050916,1259.450396091031,20.88220182527778,2026-06-12 20:58:05.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:58:06.503005,-136520.28110169765,20.535377387495927,17.968745433131428,1262.972355368246,20.88220182527778,2026-06-12 20:58:06.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:58:07.503005,-137586.63633976618,20.441413426153986,18.26014451975476,1266.5220517012397,20.88220182527778,2026-06-12 20:58:07.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:58:08.503005,-138643.86855419326,20.34721280745232,18.54957704326853,1270.0992483972884,20.88220182527778,2026-06-12 20:58:08.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:58:09.503005,-139692.01042886038,20.252788237326925,18.837049590148865,1273.7037095901635,20.88220182527778,2026-06-12 20:58:09.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:58:10.503005,-140731.0961268954,20.158152199693564,19.122569034096525,1277.335200279819,20.88220182527778,2026-06-12 20:58:10.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:58:11.503005,-141761.16123801877,20.06331695650772,19.406142525152603,1280.993486369637,20.88220182527778,2026-06-12 20:58:11.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:58:12.503005,-142782.2427265721,19.96829454800172,19.687777478990714,1284.6783347019543,20.88220182527778,2026-06-12 20:58:12.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:58:13.503005,-143794.3788810195,19.873096793017076,19.967481566603848,1288.3895130948565,20.88220182527778,2026-06-12 20:58:13.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:58:14.503005,-144797.60926281562,19.777735289590588,20.24526270383548,1292.12679037379,20.88220182527778,2026-06-12 20:58:14.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:58:15.503005,-145791.97465711646,19.68222141560316,20.52112904138746,1295.8899364051786,20.88220182527778,2026-06-12 20:58:15.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:58:16.503005,-146777.51702364147,19.586566329612797,20.795088954868604,1299.678722127094,20.88220182527778,2026-06-12 20:58:16.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:58:17.503005,-147754.27944840607,19.49078097181828,21.06715103506062,1303.4929195788652,20.88220182527778,2026-06-12 20:58:17.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:58:18.503005,-148722.30609631876,19.394876065132365,21.337324078412102,1307.3323019301183,20.88220182527778,2026-06-12 20:58:18.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:58:19.503005,-149681.64216435462,19.298862116408493,21.60561707765605,1311.196643507391,20.88220182527778,2026-06-12 20:58:19.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:58:20.503005,-150632.33383587675,19.20274941774129,21.872039212728552,1315.085719821184,20.88220182527778,2026-06-12 20:58:20.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:58:21.503005,-151574.4282353781,19.10654804791976,22.136599841768167,1318.9993075901305,20.88220182527778,2026-06-12 20:58:21.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:58:22.503005,-152507.97338429408,19.01026787395644,22.39930849238506,1322.9371847651328,20.88220182527778,2026-06-12 20:58:22.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:58:23.503005,-153433.0181576397,18.91391855272372,22.660174853112867,1326.899130551932,20.88220182527778,2026-06-12 20:58:23.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:58:24.503005,-154349.6122414938,18.817509532672123,22.919208765070152,1330.884925433037,20.88220182527778,2026-06-12 20:58:24.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:58:25.503005,-155257.8060911268,18.721050055663927,23.176420213750504,1334.8943511873397,20.88220182527778,2026-06-12 20:58:25.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:58:26.503005,-156157.65089046286,18.624549158839933,23.431819321141784,1338.9271909106546,20.88220182527778,2026-06-12 20:58:26.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:58:27.503005,-157049.1985118575,18.528015676614512,23.68541633789014,1342.983229033039,20.88220182527778,2026-06-12 20:58:27.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:58:28.503005,-157932.50147707475,18.431458242708505,23.93722163575176,1347.0622513364556,20.88220182527778,2026-06-12 20:58:28.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:58:29.503005,-158807.6129192356,18.334885292243737,24.18724570025738,1351.1640449716183,20.88220182527778,2026-06-12 20:58:29.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:58:30.503005,-159674.5865452345,18.23830506392968,24.435499123468016,1355.2883984725286,20.88220182527778,2026-06-12 20:58:30.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:58:31.503005,-160533.47659947487,18.141725602274462,24.681992597031133,1359.435101771439,20.88220182527778,2026-06-12 20:58:31.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:58:32.503005,-161384.3378281697,18.045154759866488,24.92673690535128,1363.6039462120048,20.88220182527778,2026-06-12 20:58:32.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:58:33.503005,-162227.22544460715,17.948600199699914,25.169742918972165,1367.7947245617916,20.88220182527778,2026-06-12 20:58:33.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:58:34.503005,-163062.19509543327,17.85206939752885,25.411021588179917,1372.0072310244364,20.88220182527778,2026-06-12 20:58:34.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:58:35.503005,-163889.30282752452,17.75556964428516,25.650583936719283,1376.2412612498788,20.88220182527778,2026-06-12 20:58:35.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:58:36.503005,-164708.60505588437,17.659108048519446,25.888441055730564,1380.4966123443053,20.88220182527778,2026-06-12 20:58:36.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:58:37.503005,-165520.1585324264,17.56269153886179,26.12460409788447,1384.7730828797976,20.88220182527778,2026-06-12 20:58:37.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:58:38.503005,-166324.02031554226,17.46632686653396,26.359084271652826,1389.0704729020429,20.88220182527778,2026-06-12 20:58:38.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:58:39.503005,-167120.24774051365,17.370020607857395,26.591892835788972,1393.3885839386471,20.88220182527778,2026-06-12 20:58:39.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:58:40.503005,-167908.89839067342,17.273779166820702,26.823041093921173,1397.727219004923,20.88220182527778,2026-06-12 20:58:40.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:58:41.503005,-168690.03006957626,17.177608777622154,27.052540389389407,1402.0861826107853,20.88220182527778,2026-06-12 20:58:41.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:58:42.503005,-169463.70077389563,17.08151550725199,27.280402100208114,1406.4652807659295,20.88220182527778,2026-06-12 20:58:42.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:58:43.503005,-170229.9686669932,16.985505258088722,27.506637634164907,1410.8643209840943,20.88220182527778,2026-06-12 20:58:43.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:58:44.503005,-170988.89205354446,16.889583770485622,27.73125842414291,1415.2831122875764,20.88220182527778,2026-06-12 20:58:44.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:58:45.503005,-171740.52935472233,16.79375662538166,27.954275923541527,1419.7214652102105,20.88220182527778,2026-06-12 20:58:45.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:58:46.503005,-172484.93908425482,16.698029246905648,28.17570160187934,1424.1791918002095,20.88220182527778,2026-06-12 20:58:46.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:58:47.503005,-173222.17982450218,16.602406905078144,28.39554694032533,1428.656105617859,20.88220182527778,2026-06-12 20:58:47.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:58:48.503005,-173952.3102069525,16.50689471804851,28.6138234284562,1433.152021754351,20.88220182527778,2026-06-12 20:58:48.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:58:49.503005,-174675.3888861167,16.411497655248787,28.830542559007693,1437.6667568069695,20.88220182527778,2026-06-12 20:58:49.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:58:50.503005,-175391.47452150309,16.316220539624236,29.045715824916616,1442.2001288966026,20.88220182527778,2026-06-12 20:58:50.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:58:51.503005,-176100.6257564898,16.221068050329766,29.259354715389836,1446.7519576626266,20.88220182527778,2026-06-12 20:58:51.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:58:52.503005,-176802.90119905688,16.126044725273953,29.471470712444177,1451.3220642640304,20.88220182527778,2026-06-12 20:58:52.503005
STARLINK-4257,53184,0,unknown,2026-06-12T20:58:53.503005,-177498.3594025183,16.03115496373665,29.68207528737861,1455.9102713758878,20.88220182527778,2026-06-12 20:58:53.503005
STARLINK-2629,48686,0,unknown,2026-06-12T20:58:59.521921,-206704.7778226751,36.98436036214477,114.68047019182929,743.8331207356365,14.48337150472222,2026-06-12 20:58:59.521921
STARLINK-2629,48686,0,unknown,2026-06-12T20:59:00.521921,-207794.40060892983,36.6151275208932,114.81291547795377,749.20093571213,14.48337150472222,2026-06-12 20:59:00.521921
STARLINK-2629,48686,0,unknown,2026-06-12T20:59:01.521921,-208860.5701989015,36.250579532698616,114.94229973174951,754.5966669575299,14.48337150472222,2026-06-12 20:59:01.521921
STARLINK-2629,48686,0,unknown,2026-06-12T20:59:02.521921,-209903.8315081792,35.89064687845706,115.0687290933064,760.019714115328,14.48337150472222,2026-06-12 20:59:02.521921
STARLINK-2629,48686,0,unknown,2026-06-12T20:59:03.521921,-210924.7184145481,35.535260361691776,115.19230490370052,765.4694907998083,14.48337150472222,2026-06-12 20:59:03.521921
STARLINK-2629,48686,0,unknown,2026-06-12T20:59:04.521921,-211923.75377062772,35.18435117351012,115.31312397013394,770.9454243092522,14.48337150472222,2026-06-12 20:59:04.521921
STARLINK-2629,48686,0,unknown,2026-06-12T20:59:05.521921,-212901.4494379618,34.837850951458165,115.4312788138169,776.4469553421437,14.48337150472222,2026-06-12 20:59:05.521921
STARLINK-2629,48686,0,unknown,2026-06-12T20:59:06.521921,-213858.30633980504,34.49569183303166,115.54685790213344,781.9735377115105,14.48337150472222,2026-06-12 20:59:06.521921
STARLINK-2629,48686,0,unknown,2026-06-12T20:59:07.521921,-214794.81453158645,34.15780650380915,115.65994586579085,787.5246380642443,14.48337150472222,2026-06-12 20:59:07.521921
STARLINK-2629,48686,0,unknown,2026-06-12T20:59:08.521921,-215711.4532865777,33.82412824097089,115.77062370257865,793.0997355994432,14.48337150472222,2026-06-12 20:59:08.521921
STARLINK-2629,48686,0,unknown,2026-06-12T20:59:09.521921,-216608.6911956084,33.49459095225223,115.8789689681916,798.6983217906014,14.48337150472222,2026-06-12 20:59:09.521921
STARLINK-2629,48686,0,unknown,2026-06-12T20:59:10.521921,-217486.98627934427,33.16912921072773,115.98505595543314,804.3199001108355,14.48337150472222,2026-06-12 20:59:10.521921
STARLINK-2629,48686,0,unknown,2026-06-12T20:59:11.521921,-218346.78611142564,32.84767828577713,116.0889558623342,809.9639857603528,14.48337150472222,2026-06-12 20:59:11.521921
STARLINK-2629,48686,0,unknown,2026-06-12T20:59:12.521921,-219188.5279514586,32.53017417044723,116.19073695017596,815.6301053975726,14.48337150472222,2026-06-12 20:59:12.521921
STARLINK-2629,48686,0,unknown,2026-06-12T20:59:13.521921,-220012.6388865472,32.21655360548502,116.29046469199234,821.3177968737127,14.48337150472222,2026-06-12 20:59:13.521921
STARLINK-2629,48686,0,unknown,2026-06-12T20:59:14.521921,-220819.5359803194,31.90675410024926,116.38820191216898,827.0266089718938,14.48337150472222,2026-06-12 20:59:14.521921
STARLINK-2629,48686,0,unknown,2026-06-12T20:59:15.521921,-221609.62642826527,31.600713950837445,116.48400891792716,832.7561011487567,14.48337150472222,2026-06-12 20:59:15.521921
STARLINK-2629,48686,0,unknown,2026-06-12T20:59:16.521921,-222383.3077186281,31.29837225552248,116.57794362306376,838.505843280976,14.48337150472222,2026-06-12 20:59:16.521921
STARLINK-2629,48686,0,unknown,2026-06-12T20:59:17.521921,-223140.9677979896,30.99966892770216,116.67006166450226,844.2754154167825,14.48337150472222,2026-06-12 20:59:17.521921
STARLINK-2629,48686,0,unknown,2026-06-12T20:59:18.521921,-223882.98524044605,30.704544706695025,116.76041651221834,850.0644075297731,14.48337150472222,2026-06-12 20:59:18.521921
STARLINK-2629,48686,0,unknown,2026-06-12T20:59:19.521921,-224609.72942015983,30.412941166312844,116.84905957285672,855.8724192797664,14.48337150472222,2026-06-12 20:59:19.521921
STARLINK-2629,48686,0,unknown,2026-06-12T20:59:20.521921,-225321.560686042,30.12480072163465,116.93604028753616,861.6990597757342,14.48337150472222,2026-06-12 20:59:20.521921
STARLINK-2629,48686,0,unknown,2026-06-12T20:59:21.521921,-226018.83053839605,29.840066633935752,117.0214062241768,867.5439473446937,14.48337150472222,2026-06-12 20:59:21.521921
STARLINK-2629,48686,0,unknown,2026-06-12T20:59:22.521921,-226701.88180678527,29.55868301400037,117.10520316473912,873.4067093049853,14.48337150472222,2026-06-12 20:59:22.521921
STARLINK-2629,48686,0,unknown,2026-06-12T20:59:23.521921,-227371.04882856092,29.280594823952804,117.18747518760892,879.2869817438545,14.48337150472222,2026-06-12 20:59:23.521921
STARLINK-2629,48686,0,unknown,2026-06-12T20:59:24.521921,-228026.65762768468,29.005747877721525,117.26826474556718,885.184409299531,14.48337150472222,2026-06-12 20:59:24.521921
STARLINK-2629,48686,0,unknown,2026-06-12T20:59:25.521921,-228669.0260934773,28.73408884020481,117.34761273951771,891.0986449488178,14.48337150472222,2026-06-12 20:59:25.521921
STARLINK-2629,48686,0,unknown,2026-06-12T20:59:26.521921,-229298.4641587149,28.46556522533216,117.42555858822122,897.029349798475,14.48337150472222,2026-06-12 20:59:26.521921
STARLINK-2629,48686,0,unknown,2026-06-12T20:59:27.521921,-229915.27397694223,28.20012539306816,117.50214029444484,902.9761928812036,14.48337150472222,2026-06-12 20:59:27.521921
STARLINK-2629,48686,0,unknown,2026-06-12T20:59:28.521921,-230519.75009857016,27.93771854544793,117.57739450749102,908.9388509567278,14.48337150472222,2026-06-12 20:59:28.521921
STARLINK-2629,48686,0,unknown,2026-06-12T20:59:29.521921,-231112.1796455595,27.67829472175825,117.65135658257309,914.9170083170064,14.48337150472222,2026-06-12 20:59:29.521921
STARLINK-2629,48686,0,unknown,2026-06-12T20:59:30.521921,-231692.84248437543,27.421804792930978,117.724060637029,920.9103565960796,14.48337150472222,2026-06-12 20:59:30.521921
STARLINK-2629,48686,0,unknown,2026-06-12T20:59:31.521921,-232262.01139708224,27.16820045522543,117.79553960372434,926.9185945843024,14.48337150472222,2026-06-12 20:59:31.521921
