Satellite,Timestamp (UTC),Doppler Shift (Hz),Azimuth (deg),Elevation (deg),Distance (km),Timestamp
STARLINK-6115,2026-06-08T18:06:15Z,-96007.33969972676,117.29426725234303,59.78204261017607,640.3118293844188,2026-06-08 18:06:15+00:00
STARLINK-6115,2026-06-08T18:06:16Z,-98509.61172940354,116.451379239776,59.35485871701669,642.8326261360404,2026-06-08 18:06:16+00:00
STARLINK-6115,2026-06-08T18:06:17Z,-100982.13745110467,115.63609058522114,58.9254665240224,645.4178916956747,2026-06-08 18:06:17+00:00
STARLINK-6115,2026-06-08T18:06:18Z,-103424.65543947142,114.84738797649096,58.49425030052811,648.0668516202544,2026-06-08 18:06:18+00:00
STARLINK-6115,2026-06-08T18:06:19Z,-105836.93880617913,114.08428237042403,58.06157284741397,650.778725119954,2026-06-08 18:06:19+00:00
STARLINK-6115,2026-06-08T18:06:20Z,-108218.79446474076,113.3458110954568,57.62777629266137,653.5527260989589,2026-06-08 18:06:20+00:00
STARLINK-6115,2026-06-08T18:06:21Z,-110570.0619259619,112.6310395369866,57.19318297207816,656.3880636878206,2026-06-08 18:06:21+00:00
STARLINK-6115,2026-06-08T18:06:22Z,-112890.6126327088,111.93906217349596,56.75809620315473,659.2839434305753,2026-06-08 18:06:22+00:00
STARLINK-6115,2026-06-08T18:06:23Z,-115180.34874052183,111.26900337231052,56.32280114727761,662.2395678390994,2026-06-08 18:06:23+00:00
STARLINK-6115,2026-06-08T18:06:24Z,-117439.20222596546,110.62001774016572,55.88756559252303,665.2541373606052,2026-06-08 18:06:24+00:00
STARLINK-6115,2026-06-08T18:06:25Z,-119667.13370894529,109.991290268234,55.452640769314726,668.3268509901228,2026-06-08 18:06:25+00:00
STARLINK-6115,2026-06-08T18:06:26Z,-121864.1313993548,109.38203620023523,55.01826211882647,671.456907038911,2026-06-08 18:06:26+00:00
STARLINK-6115,2026-06-08T18:06:27Z,-124030.21009887144,108.79150069043736,54.58465002427474,674.6435039916739,2026-06-08 18:06:27+00:00
STARLINK-6115,2026-06-08T18:06:28Z,-126165.40990197544,108.2189583846844,54.15201057643708,677.8858409148844,2026-06-08 18:06:28+00:00
STARLINK-6115,2026-06-08T18:06:29Z,-128269.79519613192,107.66371279277254,53.72053625311294,681.1831182752828,2026-06-08 18:06:29+00:00
STARLINK-6115,2026-06-08T18:06:30Z,-130343.45349196468,107.12509560887894,53.29040660636297,684.5345384871099,2026-06-08 18:06:30+00:00
STARLINK-6115,2026-06-08T18:06:31Z,-132386.49434322366,106.60246593372872,52.86178890553917,687.9393065673438,2026-06-08 18:06:31+00:00
STARLINK-6115,2026-06-08T18:06:32Z,-134399.04821325466,106.0952094567138,52.43483876623088,691.3966306713387,2026-06-08 18:06:32+00:00
STARLINK-6115,2026-06-08T18:06:33Z,-136381.26526940757,105.60273761803244,52.00970077112476,694.9057224475791,2026-06-08 18:06:33+00:00
STARLINK-6115,2026-06-08T18:06:34Z,-138333.31445487018,105.12448667961073,51.58650900822108,698.4657978278622,2026-06-08 18:06:34+00:00
STARLINK-6115,2026-06-08T18:06:35Z,-140255.3823089066,104.65991684855608,51.16538764090588,702.0760773303177,2026-06-08 18:06:35+00:00
STARLINK-6115,2026-06-08T18:06:36Z,-142147.67187835983,104.20851137669648,50.7464514384474,705.7357864472092,2026-06-08 18:06:36+00:00
STARLINK-6115,2026-06-08T18:06:37Z,-144010.4017688291,103.76977563530212,50.32980625587912,709.444156239877,2026-06-08 18:06:37+00:00
STARLINK-6115,2026-06-08T18:06:38Z,-145843.8050442421,103.34323624048888,49.91554952946577,713.2004235738142,2026-06-08 18:06:38+00:00
STARLINK-6115,2026-06-08T18:06:39Z,-147648.12820875892,102.92844017864093,49.503770737534566,717.0038314246243,2026-06-08 18:06:39+00:00
STARLINK-6115,2026-06-08T18:06:40Z,-149423.63040051435,102.52495390857104,49.094551796698745,720.853629562092,2026-06-08 18:06:40+00:00
STARLINK-6115,2026-06-08T18:06:41Z,-151170.58224757292,102.13236256820466,48.68796752138855,724.7490744364907,2026-06-08 18:06:41+00:00
STARLINK-6115,2026-06-08T18:06:42Z,-152889.2650562386,101.75026913593643,48.28408599389823,728.6894296782037,2026-06-08 18:06:42+00:00
STARLINK-6115,2026-06-08T18:06:43Z,-154579.969937848,101.37829363881735,47.882968935909965,732.6739663928287,2026-06-08 18:06:43+00:00
STARLINK-6115,2026-06-08T18:06:44Z,-156242.99692972784,101.01607239539264,47.48467207043655,736.7019633486788,2026-06-08 18:06:44+00:00
STARLINK-6115,2026-06-08T18:06:45Z,-157878.6541502149,100.66325728518166,47.0892454658385,740.7727071413879,2026-06-08 18:06:45+00:00
STARLINK-6115,2026-06-08T18:06:46Z,-159487.2570304547,100.31951503629918,46.69673385224709,744.8854924470685,2026-06-08 18:06:46+00:00
STARLINK-6115,2026-06-08T18:06:47Z,-161069.12759825753,99.9845265372788,46.30717691654376,749.0396223208105,2026-06-08 18:06:47+00:00
STARLINK-6115,2026-06-08T18:06:48Z,-162624.5936271814,99.6579862114913,45.92060962346068,753.2344080359652,2026-06-08 18:06:48+00:00
STARLINK-6115,2026-06-08T18:06:49Z,-164153.9880935465,99.33960136150344,45.53706245353424,757.4691696349342,2026-06-08 18:06:49+00:00
STARLINK-6115,2026-06-08T18:06:50Z,-165657.6483794257,99.02909159989466,45.15656169829301,761.74323570086,2026-06-08 18:06:50+00:00
STARLINK-6115,2026-06-08T18:06:51Z,-167135.91573408444,98.72618825960905,44.77912968516586,766.0559437323625,2026-06-08 18:06:51+00:00
STARLINK-6115,2026-06-08T18:06:52Z,-168589.13458569333,98.43063386694187,44.40478503557689,770.4066399941383,2026-06-08 18:06:52+00:00
STARLINK-6115,2026-06-08T18:06:53Z,-170017.6520397413,98.142181607821,44.033542870951536,774.7946798046887,2026-06-08 18:06:53+00:00
STARLINK-6115,2026-06-08T18:06:54Z,-171421.81730274085,97.86059483937692,43.66541503401264,779.2194275078513,2026-06-08 18:06:54+00:00
STARLINK-6115,2026-06-08T18:06:55Z,-172801.9811476522,97.58564662206712,43.30041029620386,783.6802564575814,2026-06-08 18:06:55+00:00
STARLINK-6115,2026-06-08T18:06:56Z,-174158.4954471713,97.31711926641532,42.9385345443091,788.1765491140515,2026-06-08 18:06:56+00:00
STARLINK-6115,2026-06-08T18:06:57Z,-175491.71273223156,97.05480390186544,42.579790957575845,792.7076971288418,2026-06-08 18:06:57+00:00
STARLINK-6115,2026-06-08T18:06:58Z,-176801.9857490537,96.7985000718598,42.22418018291476,797.2731013277578,2026-06-08 18:06:58+00:00
STARLINK-6115,2026-06-08T18:06:59Z,-178089.66698916405,96.54801535862828,41.871700516044335,801.8721714834672,2026-06-08 18:06:59+00:00
STARLINK-6115,2026-06-08T18:07:00Z,-179355.10841782653,96.3031649936694,41.5223480265157,806.5043266915849,2026-06-08 18:07:00+00:00
